535,314
532,315
527,315
523,315
517,316
513,316
509,316
506,316
503,315
501,314
498,314
496,312
493,311
490,310
486,310
485,310
481,310
477,308
473,307
469,307
466,307
463,308
458,308
454,309
450,309
448,310
448,310
446,312
445,313
443,313
441,313
439,313
436,315
432,315
428,316
425,317
422,317
418,317
416,317
413,316
409,315
405,314
401,314
397,313
394,312
390,311
386,311
384,310
381,310
379,309
376,309
373,309
369,308
365,308
361,308
356,308
352,308
348,308
346,308
343,308
341,309
339,309
336,311
334,313
328,313
325,313
322,314
318,314
315,314
311,315
307,315
303,315
298,315
294,315
290,315
287,313
285,312
282,312
279,312
276,311
274,310
271,310
267,310
265,310
262,310
258,310
254,310
250,311
245,311
242,311
239,311
235,312
234,312
232,314
230,315
228,315
226,316
223,317
221,318
217,319
213,320
209,321
206,322
202,323
199,323
195,322
192,322
188,322
183,322
180,321
176,320
173,318
169,316
166,314
164,314
162,312
159,311
156,309
153,309
150,309
145,310
140,310
137,310
135,311
131,310
128,310
125,310
124,310
122,310
118,310
116,310
114,310
112,315
108,315
104,315
